Species	BAN001.A0101.SG1.1_5M	BAN001.A0101.SG1.1_5M_over50bp	BAN001.A0101.SG1.1_5M_under50bp	BAN001.A0102.SG1.4_5M	BAN001.A0102.SG1.4_5M_over50bp	BAN001.A0102.SG1.4_5M_under50bp	CDM019.A0101.SG1.1_5M	CDM019.A0101.SG1.1_5M_over50bp	CDM019.A0101.SG1.1_5M_under50bp	CDM019.A0102.SG1.4_5M	CDM019.A0102.SG1.4_5M_over50bp	CDM019.A0102.SG1.4_5M_under50bp	CDM020.A0101.SG1.1_5M	CDM020.A0101.SG1.1_5M_over50bp	CDM020.A0101.SG1.1_5M_under50bp	CDM020.A0102.SG1.4_5M	CDM020.A0102.SG1.4_5M_over50bp	CDM020.A0102.SG1.4_5M_under50bp	FUM002.A0101.SG1.1_5M	FUM002.A0101.SG1.1_5M_over50bp	FUM002.A0101.SG1.1_5M_under50bp	FUM002.A0102.SG1.5_5M	FUM002.A0102.SG1.5_5M_over50bp	FUM002.A0102.SG1.5_5M_under50bp	FUM003.A0101.SG1.1_5M	FUM003.A0101.SG1.1_5M_over50bp	FUM003.A0101.SG1.1_5M_under50bp	FUM003.A0102.SG1.4_5M	FUM003.A0102.SG1.4_5M_over50bp	FUM003.A0102.SG1.4_5M_under50bp	GDN001.A0101.SG1.1_5M	GDN001.A0101.SG1.1_5M_over50bp	GDN001.A0101.SG1.1_5M_under50bp	GDN001.A0102.SG1.3_5M	GDN001.A0102.SG1.3_5M_over50bp	GDN001.A0102.SG1.3_5M_under50bp	GOY005.A0101.SG1.2_5M	GOY005.A0101.SG1.2_5M_over50bp	GOY005.A0101.SG1.2_5M_under50bp	GOY005.A0103.SG1.4_5M	GOY005.A0103.SG1.4_5M_over50bp	GOY005.A0103.SG1.4_5M_under50bp	GOY006.A0101.SG1.2_5M	GOY006.A0101.SG1.2_5M_over50bp	GOY006.A0101.SG1.2_5M_under50bp	GOY006.A0102.SG1.5_5M	GOY006.A0102.SG1.5_5M_over50bp	GOY006.A0102.SG1.5_5M_under50bp	PES001.B0101.SG1.3_5M	PES001.B0101.SG1.3_5M_over50bp	PES001.B0101.SG1.3_5M_under50bp	PES001.B0102.SG1.5_5M	PES001.B0102.SG1.5_5M_over50bp	PES001.B0102.SG1.5_5M_under50bp	VLD001.A0101.SG1.1_5M	VLD001.A0101.SG1.1_5M_over50bp	VLD001.A0101.SG1.1_5M_under50bp	VLD001.A0102.SG1.2_5M	VLD001.A0102.SG1.2_5M_over50bp	VLD001.A0102.SG1.2_5M_under50bp
Methanobrevibacter B sp900314605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	235	48	756	552	204	0	0	0	0	0	0	12	0	0	20	13	0	0	0	0	27	26	0	0	0	0	16	10	0
Methanobrevibacter B sp905235195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	322	69	1040	767	273	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	16	13	0	0	0	0	13	0	0
Methanobrevibacter B wolinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	208	35	436	307	129	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	17	14	0	0	0	0	11	0	0
Methanobrevibacter C cuticularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	331	34	774	581	193	0	0	0	14	11	0	0	0	0	17	0	11	11	0	0	37	27	10	0	0	0	21	10	11
Methanobrevibacter C sp003315655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	325	34	753	591	162	0	0	0	15	0	0	0	0	0	11	0	0	11	0	0	21	15	0	0	0	0	14	0	0
Methanobrevibacter C sp009777005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	431	46	791	590	201	0	0	0	0	0	0	0	0	0	13	0	0	15	15	0	28	23	0	13	0	0	25	15	10
Methanobrevibacter C sp009784145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	286	21	595	429	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	11	0	0
Methanobrevibacter D curvatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	247	24	488	356	132	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	19	15	0	0	0	0	12	0	0
Methanobrevibacter D filiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	234	38	481	347	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	18	0	0	0	0	21	10	11
Methanobrevibacter olleyae	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	50	17	33	143	69	74	0	0	0	0	0	0	252	208	44	549	401	148	51	19	32	104	42	62	24	16	0	45	25	20	178	133	45	521	333	188	20	15	0	35	18	17
Methanobrevibacter sp016838945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	318	17	482	383	99	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	14	14	0	0	0	0	0	0	0
Microbacterium algeriense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2237	1996	241	848	575	273	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	11	0	0	0	0
Mitsuaria aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	365	35	284	210	74	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mogibacterium diversum	0	0	0	0	0	0	12	11	0	30	27	0	0	0	0	0	0	0	40	30	10	79	45	34	14	0	0	22	12	10	0	0	0	0	0	0	102	72	30	143	81	62	564	438	126	634	386	248	68	61	0	111	86	25	17	13	0	11	0	0
Mogibacterium pumilum	0	0	0	0	0	0	150	140	10	260	198	62	50	43	0	91	75	16	348	193	155	672	387	285	110	68	42	99	44	55	26	22	0	80	55	25	515	342	173	546	297	249	2688	2029	659	2981	1766	1215	237	215	22	369	288	81	72	47	25	85	45	40
Mogibacterium timidum	0	0	0	0	0	0	115	98	17	253	209	44	58	47	11	147	119	28	37	27	10	78	42	36	0	0	0	14	0	10	19	0	14	44	26	18	44	26	18	64	35	29	199	156	43	229	141	88	40	34	0	81	72	0	21	12	0	27	11	16
Moraxella A cinereus	19	16	0	50	22	28	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	19	15	0	228	216	12	162	128	34	51	43	0	27	19	0	74	73	0	19	17	0	1038	940	98	716	547	169	0	0	0	0	0	0	31	23	0	26	12	14
Moraxella A osloensis	16	14	0	32	11	21	0	0	0	0	0	0	0	0	0	0	0	0	40	38	0	30	22	0	315	289	26	233	194	39	60	60	0	29	17	12	109	98	11	19	14	0	2498	2291	207	1443	1118	325	0	0	0	0	0	0	27	25	0	24	16	0
Moraxella A sp002478835	11	0	0	36	17	19	0	0	0	0	0	0	0	0	0	0	0	0	24	21	0	18	13	0	215	198	17	135	105	30	58	55	0	30	20	10	79	74	0	19	11	0	1482	1341	141	980	755	225	60	59	0	63	53	10	19	10	0	14	0	0
Muriiphilus lacisalsi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3193	2754	439	3276	2585	691	0	0	0	0	0	0	0	0	0	0	0	0
Murimonas intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	477	95	366	268	98	0	0	0	0	0	0	0	0	0	0	0	0
NS-12 sp005877565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	444	52	300	219	81	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NS-12 sp005877615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	368	43	222	164	58	83	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanoperiomorbus periodonticus	0	0	0	0	0	0	2124	1888	236	2157	1663	494	409	355	54	468	348	120	0	0	0	16	0	0	0	0	0	0	0	0	36	29	0	23	10	13	18	12	0	21	0	12	41	32	0	42	16	26	318	261	57	351	242	109	627	382	245	535	220	315
Nanoperiomorbus sp013333515	0	0	0	0	0	0	2218	1949	269	2357	1829	528	474	433	41	479	360	119	28	14	14	34	21	13	0	0	0	0	0	0	44	38	0	58	32	26	32	16	16	17	0	10	63	39	24	57	32	25	392	335	57	437	303	134	1293	836	457	1000	517	483
Nanoperiomorbus sp905365345	0	0	0	0	0	0	2243	1973	270	2434	1871	563	473	412	61	479	363	116	15	0	0	20	10	10	0	0	0	0	0	0	41	24	17	41	25	16	22	0	13	13	0	0	65	46	19	41	20	21	400	331	69	411	289	122	820	439	381	749	335	414
Nanoperiomorbus sp905372225	0	0	0	0	0	0	2254	1972	282	2535	1953	582	493	439	54	478	368	110	10	0	0	23	12	11	0	0	0	0	0	0	31	26	0	36	19	17	23	13	10	15	0	0	53	35	18	40	16	24	321	263	58	402	280	122	732	419	313	668	261	407
Nanoperiomorbus sp905373275	0	0	0	0	0	0	2196	1925	271	2363	1813	550	480	414	66	510	387	123	13	0	0	15	0	0	0	0	0	0	0	0	32	26	0	30	16	14	19	11	0	24	13	11	34	18	16	38	14	24	354	287	67	374	263	111	734	425	309	556	247	309
Nanoperiomorbus sp905373385	0	0	0	0	0	0	2583	2250	333	2851	2223	628	577	509	68	586	454	132	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	28	15	13	27	21	0	21	0	12	50	33	17	39	22	17	396	333	63	474	320	154	783	446	337	713	301	412
Nanosynbacter lyticus	0	0	0	0	0	0	502	449	53	582	461	121	599	536	63	614	490	124	459	307	152	539	304	235	320	220	100	343	171	172	743	641	102	581	355	226	533	381	152	431	221	210	1726	1300	426	1366	829	537	206	174	32	215	151	64	133	67	66	113	58	55
Nanosynbacter sp005697215	0	0	0	0	0	0	722	623	99	709	551	158	1110	933	177	1031	798	233	288	175	113	257	153	104	44	24	20	57	32	25	683	545	138	493	294	199	116	75	41	74	33	41	374	260	114	240	126	114	183	151	32	205	144	61	100	60	40	63	28	35
Nanosynbacter sp005697565	0	0	0	0	0	0	339	297	42	358	280	78	730	641	89	701	562	139	2627	1712	915	3100	1808	1292	266	167	99	292	145	147	401	305	96	382	223	159	358	245	113	226	114	112	789	584	205	565	334	231	626	544	82	681	492	189	67	30	37	62	23	39
Nanosynbacter sp010202115	0	0	0	0	0	0	659	561	98	661	510	151	1008	867	141	852	640	212	305	202	103	313	179	134	59	40	19	77	35	42	435	374	61	356	223	133	183	106	77	116	51	65	386	260	126	243	132	111	243	206	37	209	145	64	62	31	31	61	30	31
Nanosynbacter sp010202465	0	0	0	0	0	0	503	441	62	489	370	119	692	600	92	632	469	163	225	135	90	232	114	118	64	35	29	54	25	29	424	311	113	249	147	102	97	64	33	64	35	29	272	178	94	176	98	78	157	135	22	152	103	49	71	48	23	60	27	33
Nanosynbacter sp010202645	0	0	0	0	0	0	856	760	96	686	520	166	1101	941	160	1011	749	262	247	147	100	207	112	95	58	40	18	44	12	32	543	474	69	373	214	159	132	83	49	72	31	41	345	233	112	205	124	81	176	146	30	169	114	55	87	49	38	93	38	55
Nanosynbacter sp010202845	0	0	0	0	0	0	762	668	94	665	514	151	1172	972	200	1067	811	256	253	150	103	216	131	85	54	29	25	54	27	27	691	567	124	472	272	200	134	91	43	76	35	41	339	241	98	244	127	117	173	147	26	177	121	56	89	53	36	73	34	39
Nanosynbacter sp013099015	0	0	0	0	0	0	890	775	115	924	713	211	1345	1136	209	1298	952	346	293	187	106	274	151	123	69	44	25	58	31	27	490	415	75	382	225	157	174	105	69	96	44	52	394	285	109	244	129	115	255	214	41	219	151	68	343	259	84	233	139	94
Nanosynbacter sp013099195	0	0	0	0	0	0	638	560	78	588	449	139	945	807	138	931	685	246	264	172	92	299	158	141	64	36	28	42	18	24	580	473	107	416	263	153	163	96	67	78	38	40	405	290	115	267	139	128	178	157	21	185	123	62	102	58	44	80	24	56
Nanosynbacter sp013100805	0	0	0	0	0	0	761	669	92	731	542	189	1167	987	180	1174	896	278	257	161	96	239	131	108	46	29	17	59	26	33	521	411	110	400	248	152	115	69	46	69	34	35	333	225	108	233	131	102	178	146	32	194	145	49	86	59	27	85	37	48
Nanosynbacter sp013100825	0	0	0	0	0	0	381	330	51	360	266	94	673	577	96	617	475	142	302	190	112	248	133	115	63	34	29	57	26	31	474	389	85	313	196	117	121	72	49	60	28	32	341	234	107	204	101	103	173	139	34	162	113	49	73	46	27	67	38	29
Nanosynbacter sp013333695	0	0	0	0	0	0	724	628	96	618	477	141	1052	901	151	1000	764	236	169	96	73	162	91	71	53	28	25	39	19	20	514	439	75	416	247	169	121	80	41	57	28	29	327	235	92	242	153	89	189	148	41	169	125	44	80	48	32	70	35	35
Nanosynbacter sp015257635	0	0	0	0	0	0	129	114	15	163	123	40	93	80	13	122	97	25	28	19	0	33	21	12	0	0	0	0	0	0	41	24	17	20	0	13	0	0	0	0	0	0	28	22	0	22	10	12	10	0	0	10	0	0	15	0	0	11	0	0
Nanosynbacter sp905372305	0	0	0	0	0	0	9760	8718	1042	11409	9262	2147	3652	3167	485	4107	3262	845	655	437	218	728	437	291	116	61	55	102	41	61	9793	8073	1720	8144	5023	3121	312	220	92	209	101	108	2064	1510	554	1375	776	599	1235	1101	134	1259	929	330	1569	957	612	1341	596	745
Nanosynbacter sp905372835	0	0	0	0	0	0	528	443	85	489	374	115	634	548	86	650	525	125	2906	1898	1008	3230	1868	1362	296	200	96	277	141	136	439	366	73	389	248	141	408	280	128	247	115	132	867	629	238	614	364	250	707	602	105	745	540	205	84	43	41	59	34	25
Nanosynbacter sp905373315	0	0	0	0	0	0	191	164	27	163	126	37	265	227	38	285	218	67	3280	2158	1122	3718	2218	1500	312	213	99	299	148	151	167	121	46	117	70	47	432	307	125	264	140	124	818	591	227	616	353	263	746	651	95	791	559	232	51	34	17	38	21	17
Nanosynbacter sp905373795	0	0	0	0	0	0	10046	9001	1045	11497	9240	2257	3845	3342	503	4267	3368	899	564	352	212	618	327	291	83	49	34	81	34	47	8950	7488	1462	7121	4367	2754	262	173	89	150	78	72	1724	1296	428	1144	633	511	1027	881	146	1150	881	269	1472	910	562	1394	610	784
Neisseria cerebrosa	0	0	0	0	0	0	0	0	0	0	0	0	222	179	43	239	157	82	36	18	18	65	30	35	0	0	0	0	0	0	0	0	0	0	0	0	204	109	95	152	48	104	58	31	27	37	14	23	40	31	0	38	25	13	0	0	0	0	0	0
Neisseria elongata	0	0	0	0	0	0	114	96	18	124	87	37	4533	3549	984	3444	2331	1113	1065	550	515	1176	573	603	194	102	92	171	68	103	0	0	0	0	0	0	6592	4137	2455	2974	1357	1617	1320	785	535	913	414	499	470	375	95	366	231	135	0	0	0	0	0	0
Neisseria lactamica	0	0	0	0	0	0	15	11	0	13	0	0	395	299	96	337	239	98	53	21	32	50	16	34	0	0	0	10	0	0	0	0	0	0	0	0	765	409	356	626	266	360	166	93	73	120	54	66	176	132	44	192	105	87	0	0	0	0	0	0
Neisseria macacae	0	0	0	0	0	0	0	0	0	0	0	0	149	113	36	156	106	50	16	0	0	25	0	18	0	0	0	0	0	0	0	0	0	0	0	0	239	119	120	190	76	114	55	32	23	47	18	29	54	37	17	55	26	29	0	0	0	0	0	0
Neisseria mucosa	0	0	0	0	0	0	19	14	0	13	0	0	851	645	206	826	561	265	81	34	47	131	51	80	33	17	16	16	0	15	0	0	0	0	0	0	993	525	468	703	282	421	226	131	95	200	92	108	220	153	67	213	115	98	10	0	0	0	0	0
Neisseria sicca	0	0	0	0	0	0	44	41	0	40	31	0	2432	1878	554	2302	1622	680	275	131	144	395	155	240	80	47	33	71	30	41	0	0	0	0	0	0	3446	1813	1633	2713	1158	1555	639	370	269	689	310	379	821	591	230	877	497	380	10	0	0	0	0	0
Neisseria sp000090875	0	0	0	0	0	0	196	145	51	180	118	62	2403	1837	566	2129	1428	701	57	19	38	53	23	30	16	0	11	28	10	18	0	0	0	0	0	0	1789	816	973	1311	492	819	236	131	105	204	85	119	651	399	252	655	342	313	0	0	0	0	0	0
Neisseria sp000227275	0	0	0	0	0	0	0	0	0	0	0	0	120	92	28	125	93	32	25	0	17	33	0	24	0	0	0	0	0	0	0	0	0	0	0	0	281	159	122	201	82	119	51	37	14	47	19	28	56	35	21	69	32	37	0	0	0	0	0	0
Neisseria sp000952795	0	0	0	0	0	0	0	0	0	0	0	0	165	126	39	166	123	43	17	0	0	28	12	16	0	0	0	0	0	0	0	0	0	0	0	0	156	74	82	124	46	78	38	21	17	32	14	18	40	28	12	40	17	23	0	0	0	0	0	0
Neisseria sp001809325	0	0	0	0	0	0	11	0	0	11	0	0	417	309	108	392	260	132	57	21	36	65	26	39	11	0	0	13	0	10	0	0	0	0	0	0	746	402	344	596	260	336	147	92	55	138	65	73	176	130	46	179	102	77	0	0	0	0	0	0
Neisseria sp001815675	0	0	0	0	0	0	0	0	0	0	0	0	105	76	29	97	71	26	18	0	11	29	0	20	0	0	0	0	0	0	0	0	0	0	0	0	237	129	108	157	57	100	59	40	19	44	20	24	51	42	0	57	33	24	0	0	0	0	0	0
Nesterenkonia cremea	356	275	81	244	115	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	21	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratireductor C aestuarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	614	105	940	682	258	0	0	0	0	0	0	0	0	0	0	0	0
Olsenella F profusa	0	0	0	0	0	0	105	93	12	69	53	16	73	60	13	31	24	0	24	16	0	17	11	0	18	15	0	0	0	0	155	136	19	35	17	18	0	0	0	0	0	0	18	13	0	11	0	0	88	69	19	45	22	23	307	195	112	115	70	45
Olsenella F sp001189515	0	0	0	0	0	0	174730	157451	17279	103978	79355	24623	89015	78418	10597	53127	39726	13401	8351	5783	2568	4842	2850	1992	34	30	0	29	16	13	38418	32148	6270	15133	9219	5914	1883	1167	716	672	296	376	4738	3241	1497	1818	885	933	23667	19964	3703	16185	10996	5189	103555	74661	28894	40079	20993	19086
Olsenella I phocaeensis	0	0	0	0	0	0	202	181	21	120	88	32	90	77	13	66	50	16	24	14	10	19	13	0	0	0	0	0	0	0	123	95	28	49	23	26	0	0	0	0	0	0	22	11	11	12	0	0	69	56	13	58	37	21	354	240	114	131	65	66
Olsenella uli	0	0	0	0	0	0	1557	1374	183	764	539	225	131	114	17	72	48	24	20	13	0	0	0	0	0	0	0	0	0	0	109	80	29	45	25	20	0	0	0	0	0	0	0	0	0	0	0	0	39	30	0	29	16	13	192	139	53	74	37	37
Oribacterium sp000160135	0	0	0	0	0	0	132	107	25	115	80	35	88	74	14	106	86	20	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	12	0	0	91	75	16	116	72	44	0	0	0	10	0	0
Oribacterium sp013394775	0	0	0	0	0	0	1192	994	198	1756	1286	470	175	151	24	278	212	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	16	0	0	11	0	0	20	17	0	16	14	0	0	0	0	0	0	0
Ottowia sp001262075	0	0	0	0	0	0	3968	3060	908	2050	1299	751	133488	104150	29338	69777	47046	22731	33	22	11	19	12	0	84	60	24	69	31	38	25	22	0	0	0	0	398	254	144	148	84	64	3951	2120	1831	2158	872	1286	642	382	260	474	213	261	0	0	0	0	0	0
Ottowia sp003859965	0	0	0	0	0	0	18	15	0	0	0	0	167	124	43	98	62	36	79	57	22	36	19	17	206	138	68	174	86	88	30	26	0	0	0	0	991	764	227	228	137	91	613	444	169	243	133	110	128	116	12	73	59	14	0	0	0	10	0	0
Pantoea agglomerans	27	17	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	58	51	0	0	0	0	12	12	0	0	0	0	2171	2110	61	1425	1219	206	12	10	0	0	0	0
Pantoea brenneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	539	41	104	77	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia sp001319865	675	555	120	296	179	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	49	0	22	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraeggerthella hongkongensis	0	0	0	0	0	0	105	99	0	87	70	17	30	28	0	20	17	0	151	103	48	118	81	37	0	0	0	0	0	0	17	17	0	10	0	0	21	20	0	0	0	0	53	46	0	18	10	0	0	0	0	0	0	0	83	57	26	44	25	19
Pararheinheimera mesophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1856	1610	246	594	443	151	0	0	0	0	0	0	0	0	0	0	0	0	114	81	33	94	58	36
Pararheinheimera sp003990335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	266	105	263	139	124
Pararheinheimera sp004005375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	295	101	291	155	136
Pararheinheimera sp018815765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	402	123	364	187	177
Pararheinheimera tangshanensis	10	0	0	22	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	12	10	0	13	10	0	0	0	0	83	77	0	45	33	12	11	10	0	15	12	0	11	10	0	0	0	0	323	243	80	216	124	92
Parvimonas micra	0	0	0	0	0	0	704	547	157	2665	1997	668	234	188	46	760	589	171	63	33	30	268	159	109	19	0	10	75	20	55	25	14	11	43	19	24	69	38	31	225	104	121	278	198	80	631	355	276	25	20	0	93	61	32	0	0	0	19	10	0
Parvimonas sp000214475	0	0	0	0	0	0	91	74	17	345	271	74	70	57	13	226	182	44	88	51	37	301	182	119	29	11	18	84	33	51	20	16	0	33	15	18	132	85	47	411	188	223	384	281	103	936	520	416	25	20	0	103	75	28	0	0	0	0	0	0
Parvimonas sp000223315	0	0	0	0	0	0	220	177	43	1027	793	234	344	274	70	1139	893	246	206	105	101	675	360	315	24	12	12	73	27	46	36	17	19	198	95	103	125	64	61	343	171	172	543	390	153	1339	736	603	60	42	18	234	144	90	0	0	0	15	0	0
Parvimonas sp001553085	0	0	0	0	0	0	11	0	0	63	48	15	12	11	0	48	41	0	35	25	10	169	84	85	0	0	0	16	10	0	15	0	0	25	13	12	42	23	19	98	56	42	122	88	34	274	142	132	21	17	0	51	34	17	0	0	0	0	0	0
Parvimonas sp015257355	0	0	0	0	0	0	22	17	0	99	81	18	31	26	0	99	79	20	66	37	29	241	131	110	0	0	0	21	0	12	16	0	0	25	0	16	55	34	21	141	68	73	156	112	44	439	241	198	0	0	0	53	31	22	0	0	0	0	0	0
Paucilactobacillus hokkaidonensis	588	397	191	698	330	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pauljensenia bouchesdurhonensis	0	0	0	0	0	0	24	19	0	17	0	10	44	34	10	22	13	0	98	71	27	51	30	21	133	85	48	73	40	33	73	58	15	16	14	0	165	97	68	56	28	28	230	155	75	113	65	48	212	175	37	143	99	44	55	34	21	27	14	13
Pauljensenia cardiffensis	0	0	0	0	0	0	14915	13388	1527	8244	6403	1841	3919	3488	431	2196	1722	474	35299	24397	10902	23801	13779	10022	30	18	12	39	13	26	6213	5331	882	1988	1297	691	1273	828	445	550	273	277	3967	2598	1369	2214	1111	1103	3565	3252	313	1734	1280	454	1112	706	406	683	285	398
Pauljensenia culturomici	0	0	0	0	0	0	86	62	24	48	29	19	52	39	13	25	15	10	90	52	38	50	25	25	27	15	12	22	12	10	177	135	42	39	24	15	32	17	15	13	0	0	81	54	27	48	19	29	100	84	16	68	47	21	28	18	10	17	10	0
Pauljensenia georgiae	0	0	0	0	0	0	8121	7082	1039	2964	2126	838	3561	3037	524	1433	976	457	1055	669	386	541	262	279	3541	2408	1133	1590	732	858	413	322	91	98	67	31	1728	1090	638	439	200	239	1123	696	427	450	230	220	1258	1058	200	647	421	226	5430	3555	1875	2309	1014	1295
Pauljensenia hongkongensis	0	0	0	0	0	0	4673	3993	680	1786	1273	513	4812	4072	740	1819	1282	537	807	522	285	426	206	220	5325	3563	1762	2182	1048	1134	190	142	48	57	32	25	1550	939	611	426	185	241	1019	651	368	436	176	260	1288	1100	188	553	361	192	7401	4740	2661	3102	1348	1754
Pauljensenia hyovaginalis	0	0	0	0	0	0	263	232	31	123	74	49	420	375	45	212	159	53	105	64	41	66	30	36	31	15	16	25	16	0	171	116	55	40	20	20	37	23	14	14	0	0	75	47	28	37	19	18	102	86	16	47	30	17	23	11	12	18	0	11
Pauljensenia mediterranea	0	0	0	0	0	0	199917	172895	27022	96350	68387	27963	144318	126498	17820	70597	50773	19824	373	237	136	210	112	98	32	23	0	12	0	0	155	129	26	47	25	22	39	24	15	20	0	14	109	70	39	60	28	32	114	94	20	75	47	28	42	27	15	24	0	17
Pauljensenia meyeri	0	0	0	0	0	0	629	495	134	298	188	110	4223	3190	1033	2273	1401	872	133	85	48	73	43	30	445	293	152	253	121	132	17047	14007	3040	4502	2855	1647	408	243	165	159	64	95	2222	1432	790	1113	574	539	6823	6049	774	3431	2452	979	213	129	84	106	37	69
Pauljensenia odontolytica	0	0	0	0	0	0	703	597	106	293	215	78	184	147	37	100	71	29	353	223	130	185	102	83	2533	1688	845	1428	717	711	222	167	55	70	50	20	2393	1418	975	816	347	469	2521	1598	923	1203	580	623	974	825	149	551	370	181	112	70	42	53	24	29
Pauljensenia sp000185285	0	0	0	0	0	0	155	131	24	81	60	21	135	107	28	70	44	26	171	113	58	108	60	48	551	364	187	318	163	155	602	492	110	153	96	57	581	370	211	210	98	112	1864	1268	596	833	432	401	2794	2470	324	1407	1006	401	188	122	66	99	45	54
